Object Count,Block Material,X-Coordinate,Y-coordinate,Z-Coordinate
12683,"Wool, Brown",6,2,13
12684,"Wool, Brown",6,2,14
12685,"Wool, Brown",6,2,15
12686,"Wool, Brown",6,1,16
12687,"Wool, Brown",6,2,16
12688,"Wool, Brown",6,1,17
12689,"Wool, Brown",6,2,17
12690,"Wool, Brown",6,3,17
12691,"Wool, Brown",6,1,17
12692,"Wool, Brown",6,2,17
12693,"Wool, Brown",6,3,17
12694,"Wool, Brown",6,4,17
12695,"Wool, Brown",6,5,17
12696,"Wool, Brown",6,6,17
12697,"Wool, Brown",6,7,17
12698,"Wool, Brown",6,16,17
12699,"Wool, Brown",6,1,17
12700,"Wool, Brown",6,2,17
12701,"Wool, Brown",6,3,17
12702,"Wool, Brown",6,4,17
12703,"Wool, Brown",6,5,17
12704,"Wool, Brown",6,6,17
12705,"Wool, Brown",6,7,17
12706,"Wool, Brown",6,16,17
12707,"Wool, Brown",6,17,17
12708,"Wool, Brown",6,1,18
12709,"Wool, Brown",6,2,18
12710,"Wool, Brown",6,3,18
12711,"Wool, Brown",6,1,18
12712,"Wool, Brown",6,2,18
12713,"Wool, Brown",6,3,18
12714,"Wool, Brown",6,4,18
12715,"Wool, Brown",6,5,18
12716,"Wool, Brown",6,6,18
12717,"Wool, Brown",6,16,18
12718,"Wool, Brown",6,1,18
12719,"Wool, Brown",6,2,18
12720,"Wool, Brown",6,3,18
12721,"Wool, Brown",6,4,18
12722,"Wool, Brown",6,5,18
12723,"Wool, Brown",6,6,18
12724,"Wool, Brown",6,16,18
12725,"Wool, Brown",6,17,18
12726,"Wool, Brown",6,18,18
12727,"Wool, Brown",6,1,19
12728,"Wool, Brown",6,2,19
12729,"Wool, Brown",6,3,19
12730,"Wool, Brown",6,1,19
12731,"Wool, Brown",6,2,19
12732,"Wool, Brown",6,3,19
12733,"Wool, Brown",6,4,19
12734,"Wool, Brown",6,5,19
12735,"Wool, Brown",6,6,19
12736,"Wool, Brown",6,7,19
12737,"Wool, Brown",6,8,19
12738,"Wool, Brown",6,15,19
12739,"Wool, Brown",6,16,19
12740,"Wool, Brown",6,1,19
12741,"Wool, Brown",6,2,19
12742,"Wool, Brown",6,3,19
12743,"Wool, Brown",6,4,19
12744,"Wool, Brown",6,5,19
12745,"Wool, Brown",6,6,19
12746,"Wool, Brown",6,7,19
12747,"Wool, Brown",6,8,19
12748,"Wool, Brown",6,15,19
12749,"Wool, Brown",6,16,19
12750,"Wool, Brown",6,17,19
12751,"Wool, Brown",6,18,19
12752,"Wool, Brown",6,1,20
12753,"Wool, Brown",6,2,20
12754,"Wool, Brown",6,3,20
12755,"Wool, Brown",6,1,20
12756,"Wool, Brown",6,2,20
12757,"Wool, Brown",6,3,20
12758,"Wool, Brown",6,4,20
12759,"Wool, Brown",6,5,20
12760,"Wool, Brown",6,6,20
12761,"Wool, Brown",6,7,20
12762,"Wool, Brown",6,8,20
12763,"Wool, Brown",6,9,20
12764,"Wool, Brown",6,10,20
12765,"Wool, Brown",6,11,20
12766,"Wool, Brown",6,12,20
12767,"Wool, Brown",6,13,20
12768,"Wool, Brown",6,14,20
12769,"Wool, Brown",6,15,20
12770,"Wool, Brown",6,1,20
12771,"Wool, Brown",6,2,20
12772,"Wool, Brown",6,3,20
12773,"Wool, Brown",6,4,20
12774,"Wool, Brown",6,5,20
12775,"Wool, Brown",6,6,20
12776,"Wool, Brown",6,7,20
12777,"Wool, Brown",6,8,20
12778,"Wool, Brown",6,9,20
12779,"Wool, Brown",6,10,20
12780,"Wool, Brown",6,11,20
12781,"Wool, Brown",6,12,20
12782,"Wool, Brown",6,13,20
12783,"Wool, Brown",6,14,20
12784,"Wool, Brown",6,15,20
12785,"Wool, Brown",6,16,20
12786,"Wool, Brown",6,17,20
12787,"Wool, Brown",6,18,20
12788,"Wool, Brown",6,1,21
12789,"Wool, Brown",6,2,21
12790,"Wool, Brown",6,3,21
12791,"Wool, Brown",6,1,21
12792,"Wool, Brown",6,2,21
12793,"Wool, Brown",6,3,21
12794,"Wool, Brown",6,4,21
12795,"Wool, Brown",6,5,21
12796,"Wool, Brown",6,6,21
12797,"Wool, Brown",6,7,21
12798,"Wool, Brown",6,8,21
12799,"Wool, Brown",6,9,21
12800,"Wool, Brown",6,10,21
12801,"Wool, Brown",6,11,21
12802,"Wool, Brown",6,12,21
12803,"Wool, Brown",6,13,21
12804,"Wool, Brown",6,14,21
12805,"Wool, Brown",6,15,21
12806,"Wool, Brown",6,1,21
12807,"Wool, Brown",6,2,21
12808,"Wool, Brown",6,3,21
12809,"Wool, Brown",6,4,21
12810,"Wool, Brown",6,5,21
12811,"Wool, Brown",6,6,21
12812,"Wool, Brown",6,7,21
12813,"Wool, Brown",6,8,21
12814,"Wool, Brown",6,9,21
12815,"Wool, Brown",6,10,21
12816,"Wool, Brown",6,11,21
12817,"Wool, Brown",6,12,21
12818,"Wool, Brown",6,13,21
12819,"Wool, Brown",6,14,21
12820,"Wool, Brown",6,15,21
12821,"Wool, Brown",6,16,21
12822,"Wool, Brown",6,17,21
12823,"Wool, Brown",6,18,21
12824,"Wool, Brown",6,0,22
12825,"Wool, Brown",6,1,22
12826,"Wool, Brown",6,2,22
12827,"Wool, Brown",6,3,22
12828,"Wool, Brown",6,0,22
12829,"Wool, Brown",6,1,22
12830,"Wool, Brown",6,2,22
12831,"Wool, Brown",6,3,22
12832,"Wool, Brown",6,4,22
12833,"Wool, Brown",6,5,22
12834,"Wool, Brown",6,6,22
12835,"Wool, Brown",6,7,22
12836,"Wool, Brown",6,8,22
12837,"Wool, Brown",6,9,22
12838,"Wool, Brown",6,10,22
12839,"Wool, Brown",6,11,22
12840,"Wool, Brown",6,12,22
12841,"Wool, Brown",6,13,22
12842,"Wool, Brown",6,14,22
12843,"Wool, Brown",6,15,22
12844,"Wool, Brown",6,0,22
12845,"Wool, Brown",6,1,22
12846,"Wool, Brown",6,2,22
12847,"Wool, Brown",6,3,22
12848,"Wool, Brown",6,4,22
12849,"Wool, Brown",6,5,22
12850,"Wool, Brown",6,6,22
12851,"Wool, Brown",6,7,22
12852,"Wool, Brown",6,8,22
12853,"Wool, Brown",6,9,22
12854,"Wool, Brown",6,10,22
12855,"Wool, Brown",6,11,22
12856,"Wool, Brown",6,12,22
12857,"Wool, Brown",6,13,22
12858,"Wool, Brown",6,14,22
12859,"Wool, Brown",6,15,22
12860,"Wool, Brown",6,16,22
12861,"Wool, Brown",6,17,22
12862,"Wool, Brown",6,18,22
12863,"Wool, Brown",6,0,23
12864,"Wool, Brown",6,1,23
12865,"Wool, Brown",6,2,23
12866,"Wool, Brown",6,3,23
12867,"Wool, Brown",6,4,23
12868,"Wool, Brown",6,0,23
12869,"Wool, Brown",6,1,23
12870,"Wool, Brown",6,2,23
12871,"Wool, Brown",6,3,23
12872,"Wool, Brown",6,4,23
12873,"Wool, Brown",6,5,23
12874,"Wool, Brown",6,6,23
12875,"Wool, Brown",6,7,23
12876,"Wool, Brown",6,8,23
12877,"Wool, Brown",6,9,23
12878,"Wool, Brown",6,10,23
12879,"Wool, Brown",6,11,23
12880,"Wool, Brown",6,12,23
12881,"Wool, Brown",6,13,23
12882,"Wool, Brown",6,14,23
12883,"Wool, Brown",6,15,23
12884,"Wool, Brown",6,0,23
12885,"Wool, Brown",6,1,23
12886,"Wool, Brown",6,2,23
12887,"Wool, Brown",6,3,23
12888,"Wool, Brown",6,4,23
12889,"Wool, Brown",6,5,23
12890,"Wool, Brown",6,6,23
12891,"Wool, Brown",6,7,23
12892,"Wool, Brown",6,8,23
12893,"Wool, Brown",6,9,23
12894,"Wool, Brown",6,10,23
12895,"Wool, Brown",6,11,23
12896,"Wool, Brown",6,12,23
12897,"Wool, Brown",6,13,23
12898,"Wool, Brown",6,14,23
12899,"Wool, Brown",6,15,23
12900,"Wool, Brown",6,16,23
12901,"Wool, Brown",6,17,23
12902,"Wool, Brown",6,18,23
12903,"Wool, Brown",6,0,24
12904,"Wool, Brown",6,1,24
12905,"Wool, Brown",6,2,24
12906,"Wool, Brown",6,3,24
12907,"Wool, Brown",6,4,24
12908,"Wool, Brown",6,0,24
12909,"Wool, Brown",6,1,24
12910,"Wool, Brown",6,2,24
12911,"Wool, Brown",6,3,24
12912,"Wool, Brown",6,4,24
12913,"Wool, Brown",6,5,24
12914,"Wool, Brown",6,6,24
12915,"Wool, Brown",6,7,24
12916,"Wool, Brown",6,8,24
12917,"Wool, Brown",6,9,24
12918,"Wool, Brown",6,10,24
12919,"Wool, Brown",6,11,24
12920,"Wool, Brown",6,12,24
12921,"Wool, Brown",6,13,24
12922,"Wool, Brown",6,14,24
12923,"Wool, Brown",6,15,24
12924,"Wool, Brown",6,0,24
12925,"Wool, Brown",6,1,24
12926,"Wool, Brown",6,2,24
12927,"Wool, Brown",6,3,24
12928,"Wool, Brown",6,4,24
12929,"Wool, Brown",6,5,24
12930,"Wool, Brown",6,6,24
12931,"Wool, Brown",6,7,24
12932,"Wool, Brown",6,8,24
12933,"Wool, Brown",6,9,24
12934,"Wool, Brown",6,10,24
12935,"Wool, Brown",6,11,24
12936,"Wool, Brown",6,12,24
12937,"Wool, Brown",6,13,24
12938,"Wool, Brown",6,14,24
12939,"Wool, Brown",6,15,24
12940,"Wool, Brown",6,16,24
12941,"Wool, Brown",6,17,24
12942,"Wool, Brown",6,18,24
12943,"Wool, Brown",6,19,24
12944,"Wool, Brown",6,0,25
12945,"Wool, Brown",6,1,25
12946,"Wool, Brown",6,2,25
12947,"Wool, Brown",6,3,25
12948,"Wool, Brown",6,4,25
12949,"Wool, Brown",6,0,25
12950,"Wool, Brown",6,1,25
12951,"Wool, Brown",6,2,25
12952,"Wool, Brown",6,3,25
12953,"Wool, Brown",6,4,25
12954,"Wool, Brown",6,5,25
12955,"Wool, Brown",6,6,25
12956,"Wool, Brown",6,7,25
12957,"Wool, Brown",6,0,25
12958,"Wool, Brown",6,1,25
12959,"Wool, Brown",6,2,25
12960,"Wool, Brown",6,3,25
12961,"Wool, Brown",6,4,25
12962,"Wool, Brown",6,5,25
12963,"Wool, Brown",6,6,25
12964,"Wool, Brown",6,7,25
12965,"Wool, Brown",6,8,25
12966,"Wool, Brown",6,9,25
12967,"Wool, Brown",6,10,25
12968,"Wool, Brown",6,11,25
12969,"Wool, Brown",6,0,25
12970,"Wool, Brown",6,1,25
12971,"Wool, Brown",6,2,25
12972,"Wool, Brown",6,3,25
12973,"Wool, Brown",6,4,25
12974,"Wool, Brown",6,5,25
12975,"Wool, Brown",6,6,25
12976,"Wool, Brown",6,7,25
12977,"Wool, Brown",6,8,25
12978,"Wool, Brown",6,9,25
12979,"Wool, Brown",6,10,25
12980,"Wool, Brown",6,11,25
12981,"Wool, Brown",6,12,25
12982,"Wool, Brown",6,13,25
12983,"Wool, Brown",6,14,25
12984,"Wool, Brown",6,0,25
12985,"Wool, Brown",6,1,25
12986,"Wool, Brown",6,2,25
12987,"Wool, Brown",6,3,25
12988,"Wool, Brown",6,4,25
12989,"Wool, Brown",6,5,25
12990,"Wool, Brown",6,6,25
12991,"Wool, Brown",6,7,25
12992,"Wool, Brown",6,8,25
12993,"Wool, Brown",6,9,25
12994,"Wool, Brown",6,10,25
12995,"Wool, Brown",6,11,25
12996,"Wool, Brown",6,12,25
12997,"Wool, Brown",6,13,25
12998,"Wool, Brown",6,14,25
12999,"Wool, Brown",6,15,25
13000,"Wool, Brown",6,16,25
13001,"Wool, Brown",6,17,25
13002,"Wool, Brown",6,18,25
13003,"Wool, Brown",6,19,25
13004,"Wool, Brown",6,0,26
13005,"Wool, Brown",6,1,26
13006,"Wool, Brown",6,2,26
13007,"Wool, Brown",6,3,26
13008,"Wool, Brown",6,4,26
13009,"Wool, Brown",6,5,26
13010,"Wool, Brown",6,6,26
13011,"Wool, Brown",6,7,26
13012,"Wool, Brown",6,8,26
13013,"Wool, Brown",6,9,26
13014,"Wool, Brown",6,10,26
13015,"Wool, Brown",6,11,26
13016,"Wool, Brown",6,12,26
13017,"Wool, Brown",6,13,26
13018,"Wool, Brown",6,14,26
13019,"Wool, Brown",6,15,26
13020,"Wool, Brown",6,16,26
13021,"Wool, Brown",6,17,26
13022,"Wool, Brown",6,18,26
13023,"Wool, Brown",6,19,26
13024,"Wool, Brown",6,0,27
13025,"Wool, Brown",6,1,27
13026,"Wool, Brown",6,2,27
13027,"Wool, Brown",6,3,27
13028,"Wool, Brown",6,4,27
13029,"Wool, Brown",6,5,27
13030,"Wool, Brown",6,6,27
13031,"Wool, Brown",6,7,27
13032,"Wool, Brown",6,8,27
13033,"Wool, Brown",6,9,27
13034,"Wool, Brown",6,10,27
13035,"Wool, Brown",6,11,27
13036,"Wool, Brown",6,12,27
13037,"Wool, Brown",6,13,27
13038,"Wool, Brown",6,14,27
13039,"Wool, Brown",6,15,27
13040,"Wool, Brown",6,16,27
13041,"Wool, Brown",6,17,27
13042,"Wool, Brown",6,18,27
13043,"Wool, Brown",6,19,27
13044,"Wool, Brown",6,-1,28
13045,"Wool, Brown",6,0,28
13046,"Wool, Brown",6,1,28
13047,"Wool, Brown",6,2,28
13048,"Wool, Brown",6,3,28
13049,"Wool, Brown",6,4,28
13050,"Wool, Brown",6,5,28
13051,"Wool, Brown",6,6,28
13052,"Wool, Brown",6,7,28
13053,"Wool, Brown",6,8,28
13054,"Wool, Brown",6,9,28
13055,"Wool, Brown",6,10,28
13056,"Wool, Brown",6,11,28
13057,"Wool, Brown",6,12,28
13058,"Wool, Brown",6,13,28
13059,"Wool, Brown",6,14,28
13060,"Wool, Brown",6,15,28
13061,"Wool, Brown",6,16,28
13062,"Wool, Brown",6,17,28
13063,"Wool, Brown",6,18,28
13064,"Wool, Brown",6,19,28
13065,"Wool, Brown",6,20,28
13066,"Wool, Brown",6,-1,29
13067,"Wool, Brown",6,0,29
13068,"Wool, Brown",6,1,29
13069,"Wool, Brown",6,2,29
13070,"Wool, Brown",6,3,29
13071,"Wool, Brown",6,4,29
13072,"Wool, Brown",6,5,29
13073,"Wool, Brown",6,6,29
13074,"Wool, Brown",6,7,29
13075,"Wool, Brown",6,8,29
13076,"Wool, Brown",6,9,29
13077,"Wool, Brown",6,10,29
13078,"Wool, Brown",6,11,29
13079,"Wool, Brown",6,12,29
13080,"Wool, Brown",6,13,29
13081,"Wool, Brown",6,14,29
13082,"Wool, Brown",6,15,29
13083,"Wool, Brown",6,16,29
13084,"Wool, Brown",6,17,29
13085,"Wool, Brown",6,18,29
13086,"Wool, Brown",6,19,29
13087,"Wool, Brown",6,20,29
13088,"Wool, Brown",6,-1,30
13089,"Wool, Brown",6,0,30
13090,"Wool, Brown",6,1,30
13091,"Wool, Brown",6,2,30
13092,"Wool, Brown",6,3,30
13093,"Wool, Brown",6,4,30
13094,"Wool, Brown",6,5,30
13095,"Wool, Brown",6,6,30
13096,"Wool, Brown",6,7,30
13097,"Wool, Brown",6,8,30
13098,"Wool, Brown",6,9,30
13099,"Wool, Brown",6,10,30
13100,"Wool, Brown",6,11,30
13101,"Wool, Brown",6,12,30
13102,"Wool, Brown",6,13,30
13103,"Wool, Brown",6,14,30
13104,"Wool, Brown",6,15,30
13105,"Wool, Brown",6,16,30
13106,"Wool, Brown",6,17,30
13107,"Wool, Brown",6,18,30
13108,"Wool, Brown",6,19,30
13109,"Wool, Brown",6,20,30
13110,"Wool, Brown",6,-1,31
13111,"Wool, Brown",6,0,31
13112,"Wool, Brown",6,1,31
13113,"Wool, Brown",6,2,31
13114,"Wool, Brown",6,3,31
13115,"Wool, Brown",6,4,31
13116,"Wool, Brown",6,5,31
13117,"Wool, Brown",6,6,31
13118,"Wool, Brown",6,7,31
13119,"Wool, Brown",6,8,31
13120,"Wool, Brown",6,9,31
13121,"Wool, Brown",6,10,31
13122,"Wool, Brown",6,11,31
13123,"Wool, Brown",6,12,31
13124,"Wool, Brown",6,13,31
13125,"Wool, Brown",6,14,31
13126,"Wool, Brown",6,15,31
13127,"Wool, Brown",6,16,31
13128,"Wool, Brown",6,17,31
13129,"Wool, Brown",6,18,31
13130,"Wool, Brown",6,19,31
13131,"Wool, Brown",6,20,31
13132,"Wool, Brown",6,21,31
13133,"Wool, Brown",6,-2,32
13134,"Wool, Brown",6,-1,32
13135,"Wool, Brown",6,0,32
13136,"Wool, Brown",6,1,32
13137,"Wool, Brown",6,2,32
13138,"Wool, Brown",6,3,32
13139,"Wool, Brown",6,4,32
13140,"Wool, Brown",6,5,32
13141,"Wool, Brown",6,6,32
13142,"Wool, Brown",6,7,32
13143,"Wool, Brown",6,8,32
13144,"Wool, Brown",6,9,32
13145,"Wool, Brown",6,10,32
13146,"Wool, Brown",6,11,32
13147,"Wool, Brown",6,12,32
13148,"Wool, Brown",6,13,32
13149,"Wool, Brown",6,14,32
13150,"Wool, Brown",6,15,32
13151,"Wool, Brown",6,16,32
13152,"Wool, Brown",6,17,32
13153,"Wool, Brown",6,18,32
13154,"Wool, Brown",6,19,32
13155,"Wool, Brown",6,20,32
13156,"Wool, Brown",6,21,32
13157,"Wool, Brown",6,-2,33
13158,"Wool, Brown",6,-1,33
13159,"Wool, Brown",6,0,33
13160,"Wool, Brown",6,1,33
13161,"Wool, Brown",6,2,33
13162,"Wool, Brown",6,3,33
13163,"Wool, Brown",6,4,33
13164,"Wool, Brown",6,5,33
13165,"Wool, Brown",6,6,33
13166,"Wool, Brown",6,7,33
13167,"Wool, Brown",6,8,33
13168,"Wool, Brown",6,9,33
13169,"Wool, Brown",6,10,33
13170,"Wool, Brown",6,11,33
13171,"Wool, Brown",6,12,33
13172,"Wool, Brown",6,13,33
13173,"Wool, Brown",6,14,33
13174,"Wool, Brown",6,15,33
13175,"Wool, Brown",6,16,33
13176,"Wool, Brown",6,17,33
13177,"Wool, Brown",6,18,33
13178,"Wool, Brown",6,19,33
13179,"Wool, Brown",6,20,33
13180,"Wool, Brown",6,21,33
13181,"Wool, Brown",6,-2,34
13182,"Wool, Brown",6,-1,34
13183,"Wool, Brown",6,0,34
13184,"Wool, Brown",6,1,34
13185,"Wool, Brown",6,2,34
13186,"Wool, Brown",6,3,34
13187,"Wool, Brown",6,4,34
13188,"Wool, Brown",6,5,34
13189,"Wool, Brown",6,6,34
13190,"Wool, Brown",6,7,34
13191,"Wool, Brown",6,8,34
13192,"Wool, Brown",6,9,34
13193,"Wool, Brown",6,10,34
13194,"Wool, Brown",6,11,34
13195,"Wool, Brown",6,12,34
13196,"Wool, Brown",6,13,34
13197,"Wool, Brown",6,14,34
13198,"Wool, Brown",6,15,34
13199,"Wool, Brown",6,16,34
13200,"Wool, Brown",6,17,34
13201,"Wool, Brown",6,18,34
13202,"Wool, Brown",6,19,34
13203,"Wool, Brown",6,20,34
13204,"Wool, Brown",6,21,34
13205,"Wool, Brown",6,-2,35
13206,"Wool, Brown",6,-1,35
13207,"Wool, Brown",6,0,35
13208,"Wool, Brown",6,1,35
13209,"Wool, Brown",6,2,35
13210,"Wool, Brown",6,3,35
13211,"Wool, Brown",6,4,35
13212,"Wool, Brown",6,5,35
13213,"Wool, Brown",6,6,35
13214,"Wool, Brown",6,7,35
13215,"Wool, Brown",6,8,35
13216,"Wool, Brown",6,9,35
13217,"Wool, Brown",6,10,35
13218,"Wool, Brown",6,11,35
13219,"Wool, Brown",6,12,35
13220,"Wool, Brown",6,13,35
13221,"Wool, Brown",6,14,35
13222,"Wool, Brown",6,15,35
13223,"Wool, Brown",6,16,35
13224,"Wool, Brown",6,17,35
13225,"Wool, Brown",6,18,35
13226,"Wool, Brown",6,19,35
13227,"Wool, Brown",6,20,35
13228,"Wool, Brown",6,21,35
13229,"Wool, Brown",6,-2,36
13230,"Wool, Brown",6,-1,36
13231,"Wool, Brown",6,0,36
13232,"Wool, Brown",6,1,36
13233,"Wool, Brown",6,2,36
13234,"Wool, Brown",6,3,36
13235,"Wool, Brown",6,4,36
13236,"Wool, Brown",6,5,36
13237,"Wool, Brown",6,6,36
13238,"Wool, Brown",6,7,36
13239,"Wool, Brown",6,8,36
13240,"Wool, Brown",6,9,36
13241,"Wool, Brown",6,10,36
13242,"Wool, Brown",6,11,36
13243,"Wool, Brown",6,12,36
13244,"Wool, Brown",6,13,36
13245,"Wool, Brown",6,14,36
13246,"Wool, Brown",6,15,36
13247,"Wool, Brown",6,16,36
13248,"Wool, Brown",6,17,36
13249,"Wool, Brown",6,18,36
13250,"Wool, Brown",6,19,36
13251,"Wool, Brown",6,20,36
13252,"Wool, Brown",6,21,36
13253,"Wool, Brown",6,-2,37
13254,"Wool, Brown",6,-1,37
13255,"Wool, Brown",6,0,37
13256,"Wool, Brown",6,1,37
13257,"Wool, Brown",6,2,37
13258,"Wool, Brown",6,3,37
13259,"Wool, Brown",6,4,37
13260,"Wool, Brown",6,5,37
13261,"Wool, Brown",6,6,37
13262,"Wool, Brown",6,7,37
13263,"Wool, Brown",6,8,37
13264,"Wool, Brown",6,9,37
13265,"Wool, Brown",6,10,37
13266,"Wool, Brown",6,11,37
13267,"Wool, Brown",6,12,37
13268,"Wool, Brown",6,13,37
13269,"Wool, Brown",6,14,37
13270,"Wool, Brown",6,15,37
13271,"Wool, Brown",6,16,37
13272,"Wool, Brown",6,17,37
13273,"Wool, Brown",6,18,37
13274,"Wool, Brown",6,19,37
13275,"Wool, Brown",6,20,37
13276,"Wool, Brown",6,21,37
13277,"Wool, Brown",6,-2,38
13278,"Wool, Brown",6,-1,38
13279,"Wool, Brown",6,0,38
13280,"Wool, Brown",6,1,38
13281,"Wool, Brown",6,2,38
13282,"Wool, Brown",6,3,38
13283,"Wool, Brown",6,4,38
13284,"Wool, Brown",6,5,38
13285,"Wool, Brown",6,6,38
13286,"Wool, Brown",6,7,38
13287,"Wool, Brown",6,8,38
13288,"Wool, Brown",6,9,38
13289,"Wool, Brown",6,10,38
13290,"Wool, Brown",6,11,38
13291,"Wool, Brown",6,12,38
13292,"Wool, Brown",6,13,38
13293,"Wool, Brown",6,14,38
13294,"Wool, Brown",6,15,38
13295,"Wool, Brown",6,16,38
13296,"Wool, Brown",6,17,38
13297,"Wool, Brown",6,18,38
13298,"Wool, Brown",6,19,38
13299,"Wool, Brown",6,20,38
13300,"Wool, Brown",6,21,38
13301,"Wool, Brown",6,-2,39
13302,"Wool, Brown",6,-1,39
13303,"Wool, Brown",6,0,39
13304,"Wool, Brown",6,1,39
13305,"Wool, Brown",6,2,39
13306,"Wool, Brown",6,3,39
13307,"Wool, Brown",6,4,39
13308,"Wool, Brown",6,5,39
13309,"Wool, Brown",6,6,39
13310,"Wool, Brown",6,7,39
13311,"Wool, Brown",6,8,39
13312,"Wool, Brown",6,9,39
13313,"Wool, Brown",6,10,39
13314,"Wool, Brown",6,11,39
13315,"Wool, Brown",6,12,39
13316,"Wool, Brown",6,13,39
13317,"Wool, Brown",6,14,39
13318,"Wool, Brown",6,15,39
13319,"Wool, Brown",6,16,39
13320,"Wool, Brown",6,17,39
13321,"Wool, Brown",6,18,39
13322,"Wool, Brown",6,19,39
13323,"Wool, Brown",6,20,39
13324,"Wool, Brown",6,21,39
13325,"Wool, Brown",6,-2,40
13326,"Wool, Brown",6,-1,40
13327,"Wool, Brown",6,0,40
13328,"Wool, Brown",6,1,40
13329,"Wool, Brown",6,2,40
13330,"Wool, Brown",6,3,40
13331,"Wool, Brown",6,4,40
13332,"Wool, Brown",6,5,40
13333,"Wool, Brown",6,6,40
13334,"Wool, Brown",6,7,40
13335,"Wool, Brown",6,8,40
13336,"Wool, Brown",6,9,40
13337,"Wool, Brown",6,10,40
13338,"Wool, Brown",6,11,40
13339,"Wool, Brown",6,12,40
13340,"Wool, Brown",6,13,40
13341,"Wool, Brown",6,14,40
13342,"Wool, Brown",6,15,40
13343,"Wool, Brown",6,16,40
13344,"Wool, Brown",6,17,40
13345,"Wool, Brown",6,18,40
13346,"Wool, Brown",6,19,40
13347,"Wool, Brown",6,20,40
13348,"Wool, Brown",6,21,40
13349,"Wool, Brown",6,-2,41
13350,"Wool, Brown",6,-1,41
13351,"Wool, Brown",6,0,41
13352,"Wool, Brown",6,1,41
13353,"Wool, Brown",6,2,41
13354,"Wool, Brown",6,3,41
13355,"Wool, Brown",6,4,41
13356,"Wool, Brown",6,5,41
13357,"Wool, Brown",6,6,41
13358,"Wool, Brown",6,7,41
13359,"Wool, Brown",6,8,41
13360,"Wool, Brown",6,9,41
13361,"Wool, Brown",6,10,41
13362,"Wool, Brown",6,11,41
13363,"Wool, Brown",6,12,41
13364,"Wool, Brown",6,13,41
13365,"Wool, Brown",6,14,41
13366,"Wool, Brown",6,15,41
13367,"Wool, Brown",6,16,41
13368,"Wool, Brown",6,17,41
13369,"Wool, Brown",6,18,41
13370,"Wool, Brown",6,19,41
13371,"Wool, Brown",6,20,41
13372,"Wool, Brown",6,21,41
13373,"Wool, Brown",6,-1,42
13374,"Wool, Brown",6,0,42
13375,"Wool, Brown",6,1,42
13376,"Wool, Brown",6,2,42
13377,"Wool, Brown",6,3,42
13378,"Wool, Brown",6,4,42
13379,"Wool, Brown",6,5,42
13380,"Wool, Brown",6,6,42
13381,"Wool, Brown",6,7,42
13382,"Wool, Brown",6,8,42
13383,"Wool, Brown",6,9,42
13384,"Wool, Brown",6,10,42
13385,"Wool, Brown",6,11,42
13386,"Wool, Brown",6,12,42
13387,"Wool, Brown",6,13,42
13388,"Wool, Brown",6,14,42
13389,"Wool, Brown",6,15,42
13390,"Wool, Brown",6,16,42
13391,"Wool, Brown",6,17,42
13392,"Wool, Brown",6,18,42
13393,"Wool, Brown",6,19,42
13394,"Wool, Brown",6,20,42
13395,"Wool, Brown",6,21,42
13396,"Wool, Brown",6,-1,43
13397,"Wool, Brown",6,0,43
13398,"Wool, Brown",6,1,43
13399,"Wool, Brown",6,2,43
13400,"Wool, Brown",6,3,43
13401,"Wool, Brown",6,4,43
13402,"Wool, Brown",6,5,43
13403,"Wool, Brown",6,6,43
13404,"Wool, Brown",6,7,43
13405,"Wool, Brown",6,8,43
13406,"Wool, Brown",6,9,43
13407,"Wool, Brown",6,10,43
13408,"Wool, Brown",6,11,43
13409,"Wool, Brown",6,12,43
13410,"Wool, Brown",6,13,43
13411,"Wool, Brown",6,14,43
13412,"Wool, Brown",6,15,43
13413,"Wool, Brown",6,16,43
13414,"Wool, Brown",6,17,43
13415,"Wool, Brown",6,18,43
13416,"Wool, Brown",6,19,43
13417,"Wool, Brown",6,20,43
13418,"Wool, Brown",6,-1,44
13419,"Wool, Brown",6,0,44
13420,"Wool, Brown",6,1,44
13421,"Wool, Brown",6,2,44
13422,"Wool, Brown",6,3,44
13423,"Wool, Brown",6,4,44
13424,"Wool, Brown",6,5,44
13425,"Wool, Brown",6,6,44
13426,"Wool, Brown",6,7,44
13427,"Wool, Brown",6,8,44
13428,"Wool, Brown",6,9,44
13429,"Wool, Brown",6,10,44
13430,"Wool, Brown",6,11,44
13431,"Wool, Brown",6,12,44
13432,"Wool, Brown",6,13,44
13433,"Wool, Brown",6,14,44
13434,"Wool, Brown",6,15,44
13435,"Wool, Brown",6,16,44
13436,"Wool, Brown",6,17,44
13437,"Wool, Brown",6,18,44
13438,"Wool, Brown",6,19,44
13439,"Wool, Brown",6,20,44
13440,"Wool, Brown",6,0,45
13441,"Wool, Brown",6,1,45
13442,"Wool, Brown",6,2,45
13443,"Wool, Brown",6,3,45
13444,"Wool, Brown",6,4,45
13445,"Wool, Brown",6,5,45
13446,"Wool, Brown",6,6,45
13447,"Wool, Brown",6,7,45
13448,"Wool, Brown",6,8,45
13449,"Wool, Brown",6,9,45
13450,"Wool, Brown",6,10,45
13451,"Wool, Brown",6,11,45
13452,"Wool, Brown",6,12,45
13453,"Wool, Brown",6,13,45
13454,"Wool, Brown",6,14,45
13455,"Wool, Brown",6,15,45
13456,"Wool, Brown",6,16,45
